hour,node_id,floor,node_category,node_name,flow
19,L1-F-INFO-WEST,L1,Facility_Service,Information desk,53
19,L1-F-SIGNAGE-EAST,L1,Facility_Service,1F signage / directory,37
19,L1-F-HSBC,L1,Facility_Bank_ATM,HSBC ATM / banking facility,26
19,L1-ENT-WEST,L1,Entrance,West entrance / exit,198
19,L1-ENT-NORTH,L1,Entrance,North car drop-off entrance,221
19,L1-ENT-EAST,L1,Entrance,East entrance / exit,169
19,L1-ENT-SOUTH,L1,Entrance,South transit entrance,307
19,L2-C-WEST-ATRIUM,L2,Corridor,West atrium corridor,0
19,L2-C-WEST-MAIN,L2,Corridor,West main corridor,0
19,L2-C-SOUTHWEST,L2,Corridor,Southwest lower corridor,0
19,L2-C-CENTRAL-COURT,L2,Corridor,Central court corridor,0
19,L2-C-CENTRAL-SPINE,L2,Corridor,Central spine corridor,0
19,L2-C-HOTEL-LINK,L2,Corridor,Mandarin Oriental link corridor,0
19,L2-C-EAST-HUB,L2,Corridor,East hub corridor,0
19,L2-C-EAST-WING,L2,Corridor,East wing corridor,0
19,L2-C-SOUTHEAST,L2,Corridor,Southeast lower corridor,0
19,L2-L227,L2,Retail,L227,0
19,L2-L226,L2,Retail,L226,0
19,L2-L225B,L2,Retail,L225b,0
19,L2-L225A,L2,Retail,L225a,0
19,L2-L224,L2,Retail,L224,0
19,L2-L223,L2,Retail,L223,0
19,L2-L221-L222,L2,Retail_Combined,L221 & L222,0
19,L2-L220,L2,Retail,L220,0
19,L2-L218-L219,L2,Retail_Combined,L218 & L219,0
19,L2-L217,L2,Retail,L217,0
19,L2-L216,L2,Retail,L216,0
19,L2-L215,L2,Retail,L215,0
19,L2-L214,L2,Retail,L214,0
19,L2-L213,L2,Retail,L213,0
19,L2-L211,L2,Retail,L211,0
19,L2-L210B,L2,Retail,L210b,0
19,L2-L210A,L2,Retail,L210a,0
19,L2-L209,L2,Retail,L209,0
19,L2-L207-L208,L2,Retail_Combined,L207 & L208,0
19,L2-L206,L2,Retail,L206,0
19,L2-L205,L2,Retail,L205,0
19,L2-L204,L2,Retail,L204,0
19,L2-L203,L2,Retail,L203,0
19,L2-L202,L2,Retail,L202,0
19,L2-L201,L2,Retail,L201,0
19,L2-L228,L2,Retail,L228,0
19,L2-L229A,L2,Retail,L229a,0
19,L2-L229B,L2,Retail,L229b,0
19,L2-L230,L2,Retail,L230,0
19,L2-L231,L2,Retail,L231,0
19,L2-L232,L2,Retail,L232,0
19,L2-L233,L2,Retail,L233,0
19,L2-L234,L2,Retail,L234,0
19,L2-HOTEL-MANDARIN,L2,Hotel,"Mandarin Oriental, Guangzhou",0
19,L2-TOWER-1,L2,Office_Tower,Taikoo Hui Tower 1,0
19,L2-TOWER-2,L2,Office_Tower,Taikoo Hui Tower 2,0
19,L2-A-WEST-NORTH,L2,Unknown_Area,Unlabeled west upper service area,0
19,L2-A-HOTEL-CONNECTOR,L2,Unknown_Area,Unlabeled hotel connector area,0
19,L2-F-WC-WEST,L2,Facility_Restroom,Restroom / Accessible WC,0
19,L2-F-WC-CENTER,L2,Facility_Restroom,Restroom / Accessible WC,0
19,L2-F-ELEVATOR-CENTER,L2,Facility_Elevator,Elevator,0
19,L2-F-ESC-WEST,L2,Facility_Escalator,Escalator,0
19,L2-F-ESC-WEST-MID,L2,Facility_Escalator,Escalator,0
19,L2-F-ESC-CENTER,L2,Facility_Escalator,Escalator,0
19,L2-F-ESC-SOUTH,L2,Facility_Escalator,Escalator,0
19,L2-F-ESC-EAST-MID,L2,Facility_Escalator,Escalator,0
19,L2-F-ESC-EAST,L2,Facility_Escalator,Escalator,0
19,L3-C-WEST-LOOP,L3,Corridor,West loop corridor,0
19,L3-C-CENTRAL-SPINE,L3,Corridor,Central curved spine corridor,0
19,L3-C-NORTH-RETAIL,L3,Corridor,North retail corridor,0
19,L3-C-HOTEL-LINK,L3,Corridor,Mandarin Oriental link corridor,0
19,L3-C-EAST-HUB,L3,Corridor,East hub corridor,0
19,L3-C-EAST-WING,L3,Corridor,East wing corridor,0
19,L3-C-SOUTH-WALK,L3,Corridor,South lower walkway,0
19,L3-L302,L3,Retail,L302,0
19,L3-L303,L3,Retail,L303,0
19,L3-L304,L3,Retail,L304,0
19,L3-L305,L3,Retail,L305,0
19,L3-L306,L3,Retail,L306,0
19,L3-L307,L3,Retail,L307,0
19,L3-L308A,L3,Retail,L308a,0
19,L3-L308B,L3,Retail,L308b,0
19,L3-L308C,L3,Retail,L308c,0
19,L3-L308D,L3,Retail,L308d,0
19,L3-L308E,L3,Retail,L308e,0
19,L3-HOTEL-MANDARIN,L3,Hotel,"Mandarin Oriental, Guangzhou",0
19,L3-TOWER-1,L3,Office_Tower,Taikoo Hui Tower 1,0
19,L3-TOWER-2,L3,Office_Tower,Taikoo Hui Tower 2,0
19,L3-G-WEST-NORTH,L3,Landscape_Terrace,West north landscaped terrace,0
19,L3-G-WEST-MAIN,L3,Landscape_Terrace,West central landscaped terrace,0
19,L3-G-SOUTH-CENTER,L3,Landscape_Terrace,South central landscaped terrace,0
19,L3-G-CENTER-WAVE,L3,Landscape_Terrace,Central wave landscaped terrace,0
19,L3-G-HOTEL-EAST,L3,Landscape_Terrace,Hotel east landscaped terrace,0
19,L3-G-EAST-SOUTH,L3,Landscape_Terrace,East south landscaped terrace,0
19,L3-F-ELEVATOR-CENTER,L3,Facility_Elevator,Elevator,0
19,L3-F-ESC-WEST,L3,Facility_Escalator,Escalator,0
19,L3-F-ESC-WEST-MID,L3,Facility_Escalator,Escalator,0
19,L3-F-ESC-CENTER-SOUTH,L3,Facility_Escalator,Escalator,0
19,L3-F-ESC-CENTER-EAST,L3,Facility_Escalator,Escalator,0
19,L3-F-ESC-EAST,L3,Facility_Escalator,Escalator,0
20,C-WEST-LOOP,M,Corridor,West atrium loop corridor,209
20,C-WEST-VERTICAL,M,Corridor,West vertical corridor,1552
20,C-WEST-MAIN,M,Corridor,West main corridor,1429
20,C-CENTER-WEST,M,Corridor,Center west corridor,1497
20,C-CENTER-NORTH,M,Corridor,Center north corridor,795
20,C-CENTER-SOUTH,M,Corridor,Center south corridor,1497
20,C-EAST-HUB,M,Corridor,East hub corridor,612
20,C-EAST-BRIDGE,M,Corridor,East bridge corridor,44
20,C-EAST-TERMINAL,M,Corridor,East terminal corridor,2
20,C-SOUTH-ENTRY,M,Corridor,South entry corridor,1371
20,M37b,M,Retail,M37b,14
20,M36,M,Retail,M36,19
20,M35,M,Retail,M35,6
20,M34,M,Retail,M34,16
20,M33,M,Retail,M33,108
20,M32,M,Retail,M32,21
20,M31,M,Retail,M31,56
20,M30,M,Retail,M30,81
20,M29,M,Retail,M29,106
20,M28,M,Retail,M28,160
20,M27,M,Retail,M27,66
20,M26,M,Retail,M26,172
20,M25,M,Retail,M25,79
20,M24,M,Retail,M24,75
20,M23,M,Retail,M23,22
20,M22,M,Retail,M22,17
20,M21,M,Anchor_Retail,M21,95
20,M20,M,Retail,M20,29
20,M19,M,Retail,M19,22
20,M17_M18,M,Retail,M17 & M18,34
20,M16,M,Retail,M16,14
20,M15,M,Retail,M15,62
20,M14,M,Retail,M14,31
20,M13,M,Retail,M13,40
20,M12b,M,Retail,M12b,17
20,M12a,M,Anchor_Retail,M12a,2
20,M10_M11,M,Retail,M10 & M11,7
20,M09,M,Retail,M09,53
20,M08,M,Retail,M08,24
20,M07,M,Retail,M07,50
20,M06,M,Retail,M06,24
20,M05,M,Retail,M05,125
20,M04,M,Retail,M04,62
20,M03,M,Retail,M03,94
20,M02,M,Retail,M02,71
20,M01,M,Anchor_Retail,M01,132
20,M68,M,Retail,M68,183
20,M67,M,Retail,M67,116
20,M66,M,Retail,M66,102
20,M65,M,Retail,M65,144
20,M64,M,Retail,M64,221
20,M63,M,Retail,M63,111
20,M62,M,Retail,M62,67
20,M61,M,Retail,M61,114
20,M60,M,Retail,M60,81
20,M59,M,Retail,M59,35
20,M58,M,Retail,M58,87
20,M57,M,Retail,M57,118
20,M56,M,Retail,M56,111
20,M55,M,Retail,M55,87
20,M54,M,Retail,M54,49
20,M53,M,Retail,M53,93
20,M52,M,Retail,M52,63
20,M51,M,Retail,M51,115
20,M50,M,Retail,M50,36
20,M49,M,Retail,M49,16
20,M48b,M,Retail,M48b,20
20,M48a,M,Retail,M48a,76
20,M47,M,Retail,M47,81
20,M46,M,Retail,M46,120
20,M45,M,Retail,M45,77
20,M44,M,Retail,M44,36
20,M43,M,Retail,M43,86
20,M42,M,Retail,M42,66
20,M41a,M,Retail,M41a,114
20,M41b,M,Retail,M41b,99
20,M40,M,Retail,M40,15
20,M39,M,Retail,M39,4
20,M38,M,Retail,M38,1
20,M15a,M,Retail_Kiosk,M15a,26
20,A-NORTH-01,M,Unknown_Area,Unlabeled north anchor area,7
20,A-SOUTH-01,M,Unknown_Area,Unlabeled south anchor area,51
20,A-EAST-01,M,Unknown_Area,Unlabeled east anchor area,0
20,F-WC-01,M,Facility_Restroom,Restroom / Accessible WC,20
20,F-WC-02,M,Facility_Restroom,Restroom / Accessible WC,30
20,F-WC-03,M,Facility_Restroom,Restroom / Accessible WC,3
20,F-ELEV-01,M,Facility_Elevator,Elevator bank,10
20,F-ELEV-02,M,Facility_Elevator,Elevator bank,15
20,F-ESC-01,M,Facility_Escalator,Escalator,20
20,F-ESC-02,M,Facility_Escalator,Escalator,38
20,F-ESC-03,M,Facility_Escalator,Escalator,29
20,F-ESC-04,M,Facility_Escalator,Escalator,17
20,F-ESC-05,M,Facility_Escalator,Escalator,52
20,F-ESC-06,M,Facility_Escalator,Escalator,11
20,F-ESC-07,M,Facility_Escalator,Escalator,0
20,F-PARK-01,M,Facility_Parking,Parking access,21
20,F-PARK-02,M,Facility_Parking,Parking access,9
20,F-PARK-03,M,Facility_Parking,Parking access,8
20,F-INFO-01,M,Facility_Service,Information desk,35
20,F-SERVICE-01,M,Facility_Service,Service counter / luggage icon,19
20,E-TRANSIT-01,M,Entrance,Southwest transit entrance,128
20,E-BUS-01,M,Entrance,South transit / bus access,160
20,E-TRANSIT-02,M,Entrance,South transit / rail access,146
20,MU-C-WEST-LOOP,MU,Corridor,West atrium loop corridor,1492
20,MU-C-WEST-NORTH,MU,Corridor,Northwest corridor,526
20,MU-C-WEST-MAIN,MU,Corridor,West main corridor,365
20,MU-C-WEST-SOUTH,MU,Corridor,Southwest corridor,936
20,MU-C-SOUTH-COURT,MU,Corridor,Southwest court corridor,610
20,MU-C-CENTER-MAIN,MU,Corridor,Central main corridor,1517
20,MU-C-NORTH-COURT,MU,Corridor,North central court corridor,3085
20,MU-C-CENTER-HUB,MU,Corridor,Central hub corridor,376
20,MU-C-VERTICAL,MU,Corridor,Central vertical corridor,176
20,MU-C-EAST-HUB,MU,Corridor,East central corridor,983
20,MU-C-EAST-WING,MU,Corridor,East wing corridor,234
20,MU-C-SOUTH-EAST,MU,Corridor,Southeast lower corridor,173
20,MU34,MU,Retail,MU34,63
20,MU35,MU,Anchor_Retail,MU35,202
20,MU36,MU,Retail,MU36,101
20,MU37,MU,Retail,MU37,80
20,MU38,MU,Retail,MU38,121
20,MU39,MU,Retail,MU39,101
20,MU40,MU,Retail,MU40,46
20,MU41a,MU,Retail,MU41a,81
20,MU41b,MU,Retail,MU41b,56
20,MU42,MU,Anchor_Retail,MU42,74
20,MU43a,MU,Retail,MU43a,27
20,MU43b,MU,Retail,MU43b,28
20,MU44,MU,Retail,MU44,57
20,MU45,MU,Retail,MU45,62
20,MU45a,MU,Retail,MU45a,56
20,MU46,MU,Retail,MU46,91
20,MU47a,MU,Retail,MU47a,145
20,MU47b,MU,Retail,MU47b,90
20,MU48,MU,Retail,MU48,143
20,MU49,MU,Retail,MU49,27
20,MU50,MU,Retail,MU50,35
20,MU51,MU,Retail,MU51,72
20,MU52,MU,Retail,MU52,35
20,MU53,MU,Retail,MU53,25
20,MU54,MU,Retail,MU54,18
20,MU55,MU,Anchor_Retail,MU55,82
20,MU32_MU33,MU,Retail_Combined,MU32 & MU33,187
20,MU31,MU,Retail,MU31,107
20,MU29_MU30,MU,Retail_Combined,MU29 & MU30,63
20,MU28,MU,Retail,MU28,91
20,MU27,MU,Retail,MU27,44
20,MU26,MU,Retail,MU26,39
20,MU25,MU,Retail,MU25,71
20,MU24,MU,Retail,MU24,46
20,MU22,MU,Retail,MU22,64
20,MU20,MU,Retail,MU20,182
20,MU21,MU,Retail,MU21,242
20,MU19,MU,Retail,MU19,162
20,MU18,MU,Retail,MU18,169
20,MU17,MU,Retail_Kiosk,MU17,184
20,MU16g_h,MU,Retail_Combined,MU16g & MU16h,209
20,MU16f,MU,Retail,MU16f,183
20,MU16e,MU,Retail,MU16e,175
20,MU16d,MU,Retail,MU16d,187
20,MU16c,MU,Retail,MU16c,144
20,MU16k,MU,Retail_Kiosk,MU16k,163
20,MU16i,MU,Retail_Kiosk,MU16i,195
20,MU16j,MU,Retail_Kiosk,MU16j,203
20,MU16l,MU,Retail_Kiosk,MU16l,194
20,MU16b,MU,Retail,MU16b,201
20,MU16a,MU,Retail_Kiosk,MU16a,179
20,MU15,MU,Retail,MU15,75
20,MU14,MU,Retail,MU14,104
20,MU13,MU,Retail,MU13,93
20,MU12,MU,Retail,MU12,68
20,MU11,MU,Retail,MU11,25
20,MU10,MU,Retail,MU10,75
20,MU08_MU09,MU,Retail_Combined,MU08 & MU09,107
20,MU07a,MU,Anchor_Retail,MU07a,12
20,MU07b,MU,Anchor_Retail,MU07b,30
20,MU06,MU,Retail,MU06,28
20,MU05,MU,Retail,MU05,60
20,MU04,MU,Retail,MU04,121
20,MU03b,MU,Retail,MU03b,79
20,MU02b_MU03a,MU,Retail_Combined,MU02b & MU03a,46
20,MU02a,MU,Retail,MU02a,53
20,MU01,MU,Anchor_Retail,MU01,31
20,MU01b,MU,Retail,MU01b,8
20,MU01c,MU,Retail,MU01c,4
20,MU-F-WC-NW,MU,Facility_Restroom,Restroom / Accessible WC,37
20,MU-F-WC-CENTER,MU,Facility_Restroom,Restroom / Accessible WC,33
20,MU-F-WC-SW,MU,Facility_Restroom,Restroom / Accessible WC,25
20,MU-F-ELEV-CENTER,MU,Facility_Elevator,Elevator,38
20,MU-F-ESC-WEST,MU,Facility_Escalator,Escalator,44
20,MU-F-ESC-CENTER-W,MU,Facility_Escalator,Escalator,49
20,MU-F-ESC-CENTER-N,MU,Facility_Escalator,Escalator,9
20,MU-F-ESC-CENTER-S,MU,Facility_Escalator,Escalator,13
20,MU-F-ESC-EAST-W,MU,Facility_Escalator,Escalator,7
20,MU-F-ESC-EAST-E,MU,Facility_Escalator,Escalator,3
20,MU-F-ESC-SW,MU,Facility_Escalator,Escalator,49
20,MU-A-NW,MU,Unknown_Area,Unlabeled northwest anchor area,45
20,MU-A-CENTER-E,MU,Unknown_Area,Unlabeled center-east anchor area,58
20,MU-A-SW,MU,Unknown_Area,Unlabeled southwest anchor area,25
20,MU-ENT-NORTH,MU,Entrance,North vertical entry / exit,158
20,MU-ENT-WEST,MU,Entrance,West entry / exit,116
20,MU-ENT-EAST,MU,Entrance,East entry / exit,102
20,MU-ENT-SOUTHWEST,MU,Entrance,Southwest entry / exit,142
20,L1-C-WEST-ATRIUM,L1,Corridor,West atrium corridor,1390
20,L1-C-WEST-MAIN,L1,Corridor,West main corridor,1152
20,L1-C-SOUTHWEST,L1,Corridor,Southwest lower corridor,1078
20,L1-C-CENTRAL-COURT,L1,Corridor,Central court corridor,2519
20,L1-C-CENTRAL-SPINE,L1,Corridor,Central spine corridor,1576
20,L1-C-HOTEL-LINK,L1,Corridor,Mandarin Oriental link corridor,235
20,L1-C-EAST-HUB,L1,Corridor,East hub corridor,815
20,L1-C-EAST-WING,L1,Corridor,East wing corridor,177
20,L1-C-SOUTHEAST,L1,Corridor,Southeast lower corridor,274
20,L1-L119,L1,Retail,L119,216
20,L1-L118,L1,Retail,L118,218
20,L1-L117,L1,Retail,L117,217
20,L1-L116,L1,Retail,L116,414
20,L1-L115,L1,Retail,L115,298
20,L1-L114,L1,Retail,L114,686
20,L1-L113,L1,Retail,L113,511
20,L1-L112,L1,Retail,L112,534
20,L1-L111,L1,Retail,L111,588
20,L1-L110,L1,Retail,L110,144
20,L1-L109,L1,Retail,L109,270
20,L1-L108,L1,Retail,L108,231
20,L1-L108A,L1,Retail,L108a,192
20,L1-L1H-1,L1,Retail,L1H(1),95
20,L1-L106-L107,L1,Retail_Combined,L106 & L107,191
20,L1-L105,L1,Retail,L105,127
20,L1-L104,L1,Retail,L104,209
20,L1-L103,L1,Retail,L103,240
20,L1-L102,L1,Retail,L102,125
20,L1-L101,L1,Retail,L101,465
20,L1-L120B,L1,Retail,L120b,100
20,L1-L120,L1,Retail,L120,231
20,L1-L121,L1,Retail,L121,287
20,L1-L122,L1,Retail,L122,311
20,L1-L123,L1,Retail,L123,317
20,L1-L124,L1,Retail,L124,241
20,L1-L125,L1,Retail,L125,485
20,L1-MOH-L101,L1,Hotel_Service,MOH L101,11
20,L1-MOH-L102,L1,Hotel_Service,MOH L102,65
20,L1-HOTEL-MANDARIN,L1,Hotel,"Mandarin Oriental, Guangzhou",16
20,L1-TOWER-1,L1,Office_Tower,Taikoo Hui Tower 1,37
20,L1-TOWER-2,L1,Office_Tower,Taikoo Hui Tower 2,68
20,L1-F-ESC-WEST,L1,Facility_Escalator,Escalator,77
20,L1-F-ESC-WEST-MID,L1,Facility_Escalator,Escalator,59
20,L1-F-ESC-CENTER,L1,Facility_Escalator,Escalator,49
20,L1-F-ESC-CENTER-SOUTH,L1,Facility_Escalator,Escalator,58
20,L1-F-ESC-EAST-MID,L1,Facility_Escalator,Escalator,61
20,L1-F-ESC-EAST,L1,Facility_Escalator,Escalator,25
20,L1-F-WC-WEST,L1,Facility_Restroom,Restroom / Accessible WC,76
20,L1-F-ELEVATOR-CENTER,L1,Facility_Elevator,Elevator,53
20,L1-F-INFO-WEST,L1,Facility_Service,Information desk,54
20,L1-F-SIGNAGE-EAST,L1,Facility_Service,1F signage / directory,24
20,L1-F-HSBC,L1,Facility_Bank_ATM,HSBC ATM / banking facility,40
20,L1-ENT-WEST,L1,Entrance,West entrance / exit,171
20,L1-ENT-NORTH,L1,Entrance,North car drop-off entrance,167
20,L1-ENT-EAST,L1,Entrance,East entrance / exit,143
20,L1-ENT-SOUTH,L1,Entrance,South transit entrance,209
20,L2-C-WEST-ATRIUM,L2,Corridor,West atrium corridor,0
20,L2-C-WEST-MAIN,L2,Corridor,West main corridor,0
20,L2-C-SOUTHWEST,L2,Corridor,Southwest lower corridor,0
20,L2-C-CENTRAL-COURT,L2,Corridor,Central court corridor,0
20,L2-C-CENTRAL-SPINE,L2,Corridor,Central spine corridor,0
20,L2-C-HOTEL-LINK,L2,Corridor,Mandarin Oriental link corridor,0
20,L2-C-EAST-HUB,L2,Corridor,East hub corridor,0
20,L2-C-EAST-WING,L2,Corridor,East wing corridor,0
20,L2-C-SOUTHEAST,L2,Corridor,Southeast lower corridor,0
20,L2-L227,L2,Retail,L227,0
20,L2-L226,L2,Retail,L226,0
20,L2-L225B,L2,Retail,L225b,0
20,L2-L225A,L2,Retail,L225a,0
20,L2-L224,L2,Retail,L224,0
20,L2-L223,L2,Retail,L223,0
20,L2-L221-L222,L2,Retail_Combined,L221 & L222,0
20,L2-L220,L2,Retail,L220,0
20,L2-L218-L219,L2,Retail_Combined,L218 & L219,0
20,L2-L217,L2,Retail,L217,0
20,L2-L216,L2,Retail,L216,0
20,L2-L215,L2,Retail,L215,0
20,L2-L214,L2,Retail,L214,0
20,L2-L213,L2,Retail,L213,0
20,L2-L211,L2,Retail,L211,0
20,L2-L210B,L2,Retail,L210b,0
20,L2-L210A,L2,Retail,L210a,0
20,L2-L209,L2,Retail,L209,0
20,L2-L207-L208,L2,Retail_Combined,L207 & L208,0
20,L2-L206,L2,Retail,L206,0
20,L2-L205,L2,Retail,L205,0
20,L2-L204,L2,Retail,L204,0
20,L2-L203,L2,Retail,L203,0
20,L2-L202,L2,Retail,L202,0
20,L2-L201,L2,Retail,L201,0
20,L2-L228,L2,Retail,L228,0
20,L2-L229A,L2,Retail,L229a,0
20,L2-L229B,L2,Retail,L229b,0
20,L2-L230,L2,Retail,L230,0
20,L2-L231,L2,Retail,L231,0
20,L2-L232,L2,Retail,L232,0
20,L2-L233,L2,Retail,L233,0
20,L2-L234,L2,Retail,L234,0
20,L2-HOTEL-MANDARIN,L2,Hotel,"Mandarin Oriental, Guangzhou",0
20,L2-TOWER-1,L2,Office_Tower,Taikoo Hui Tower 1,0
20,L2-TOWER-2,L2,Office_Tower,Taikoo Hui Tower 2,0
20,L2-A-WEST-NORTH,L2,Unknown_Area,Unlabeled west upper service area,0
20,L2-A-HOTEL-CONNECTOR,L2,Unknown_Area,Unlabeled hotel connector area,0
20,L2-F-WC-WEST,L2,Facility_Restroom,Restroom / Accessible WC,0
20,L2-F-WC-CENTER,L2,Facility_Restroom,Restroom / Accessible WC,0
20,L2-F-ELEVATOR-CENTER,L2,Facility_Elevator,Elevator,0
20,L2-F-ESC-WEST,L2,Facility_Escalator,Escalator,0
20,L2-F-ESC-WEST-MID,L2,Facility_Escalator,Escalator,0
20,L2-F-ESC-CENTER,L2,Facility_Escalator,Escalator,0
20,L2-F-ESC-SOUTH,L2,Facility_Escalator,Escalator,0
20,L2-F-ESC-EAST-MID,L2,Facility_Escalator,Escalator,0
20,L2-F-ESC-EAST,L2,Facility_Escalator,Escalator,0
20,L3-C-WEST-LOOP,L3,Corridor,West loop corridor,0
20,L3-C-CENTRAL-SPINE,L3,Corridor,Central curved spine corridor,0
20,L3-C-NORTH-RETAIL,L3,Corridor,North retail corridor,0
20,L3-C-HOTEL-LINK,L3,Corridor,Mandarin Oriental link corridor,0
20,L3-C-EAST-HUB,L3,Corridor,East hub corridor,0
20,L3-C-EAST-WING,L3,Corridor,East wing corridor,0
20,L3-C-SOUTH-WALK,L3,Corridor,South lower walkway,0
20,L3-L302,L3,Retail,L302,0
20,L3-L303,L3,Retail,L303,0
20,L3-L304,L3,Retail,L304,0
20,L3-L305,L3,Retail,L305,0
20,L3-L306,L3,Retail,L306,0
20,L3-L307,L3,Retail,L307,0
20,L3-L308A,L3,Retail,L308a,0
20,L3-L308B,L3,Retail,L308b,0
20,L3-L308C,L3,Retail,L308c,0
20,L3-L308D,L3,Retail,L308d,0
20,L3-L308E,L3,Retail,L308e,0
20,L3-HOTEL-MANDARIN,L3,Hotel,"Mandarin Oriental, Guangzhou",0
20,L3-TOWER-1,L3,Office_Tower,Taikoo Hui Tower 1,0
20,L3-TOWER-2,L3,Office_Tower,Taikoo Hui Tower 2,0
20,L3-G-WEST-NORTH,L3,Landscape_Terrace,West north landscaped terrace,0
20,L3-G-WEST-MAIN,L3,Landscape_Terrace,West central landscaped terrace,0
20,L3-G-SOUTH-CENTER,L3,Landscape_Terrace,South central landscaped terrace,0
20,L3-G-CENTER-WAVE,L3,Landscape_Terrace,Central wave landscaped terrace,0
20,L3-G-HOTEL-EAST,L3,Landscape_Terrace,Hotel east landscaped terrace,0
20,L3-G-EAST-SOUTH,L3,Landscape_Terrace,East south landscaped terrace,0
20,L3-F-ELEVATOR-CENTER,L3,Facility_Elevator,Elevator,0
20,L3-F-ESC-WEST,L3,Facility_Escalator,Escalator,0
20,L3-F-ESC-WEST-MID,L3,Facility_Escalator,Escalator,0
20,L3-F-ESC-CENTER-SOUTH,L3,Facility_Escalator,Escalator,0
20,L3-F-ESC-CENTER-EAST,L3,Facility_Escalator,Escalator,0
20,L3-F-ESC-EAST,L3,Facility_Escalator,Escalator,0
21,C-WEST-LOOP,M,Corridor,West atrium loop corridor,155
21,C-WEST-VERTICAL,M,Corridor,West vertical corridor,1206
21,C-WEST-MAIN,M,Corridor,West main corridor,1133
21,C-CENTER-WEST,M,Corridor,Center west corridor,1248
21,C-CENTER-NORTH,M,Corridor,Center north corridor,657
21,C-CENTER-SOUTH,M,Corridor,Center south corridor,1145
21,C-EAST-HUB,M,Corridor,East hub corridor,510
21,C-EAST-BRIDGE,M,Corridor,East bridge corridor,41
21,C-EAST-TERMINAL,M,Corridor,East terminal corridor,0
21,C-SOUTH-ENTRY,M,Corridor,South entry corridor,988
21,M37b,M,Retail,M37b,4
21,M36,M,Retail,M36,19
21,M35,M,Retail,M35,7
21,M34,M,Retail,M34,21
21,M33,M,Retail,M33,101
21,M32,M,Retail,M32,39
21,M31,M,Retail,M31,55
21,M30,M,Retail,M30,90
21,M29,M,Retail,M29,75
21,M28,M,Retail,M28,148
21,M27,M,Retail,M27,82
21,M26,M,Retail,M26,182
21,M25,M,Retail,M25,68
21,M24,M,Retail,M24,69
21,M23,M,Retail,M23,18
21,M22,M,Retail,M22,16
21,M21,M,Anchor_Retail,M21,89
21,M20,M,Retail,M20,21
21,M19,M,Retail,M19,22
21,M17_M18,M,Retail,M17 & M18,23
21,M16,M,Retail,M16,14
21,M15,M,Retail,M15,39
21,M14,M,Retail,M14,20
21,M13,M,Retail,M13,57
21,M12b,M,Retail,M12b,18
21,M12a,M,Anchor_Retail,M12a,9
21,M10_M11,M,Retail,M10 & M11,7
21,M09,M,Retail,M09,48
21,M08,M,Retail,M08,28
21,M07,M,Retail,M07,29
21,M06,M,Retail,M06,28
21,M05,M,Retail,M05,88
21,M04,M,Retail,M04,36
21,M03,M,Retail,M03,74
21,M02,M,Retail,M02,90
21,M01,M,Anchor_Retail,M01,101
21,M68,M,Retail,M68,129
21,M67,M,Retail,M67,100
21,M66,M,Retail,M66,83
21,M65,M,Retail,M65,110
21,M64,M,Retail,M64,175
21,M63,M,Retail,M63,88
21,M62,M,Retail,M62,45
21,M61,M,Retail,M61,107
21,M60,M,Retail,M60,81
21,M59,M,Retail,M59,30
21,M58,M,Retail,M58,88
21,M57,M,Retail,M57,102
21,M56,M,Retail,M56,74
21,M55,M,Retail,M55,81
21,M54,M,Retail,M54,37
21,M53,M,Retail,M53,67
21,M52,M,Retail,M52,55
21,M51,M,Retail,M51,78
21,M50,M,Retail,M50,22
21,M49,M,Retail,M49,29
21,M48b,M,Retail,M48b,25
21,M48a,M,Retail,M48a,59
21,M47,M,Retail,M47,66
21,M46,M,Retail,M46,72
21,M45,M,Retail,M45,71
21,M44,M,Retail,M44,29
21,M43,M,Retail,M43,75
21,M42,M,Retail,M42,35
21,M41a,M,Retail,M41a,76
21,M41b,M,Retail,M41b,86
21,M40,M,Retail,M40,10
21,M39,M,Retail,M39,2
21,M38,M,Retail,M38,3
21,M15a,M,Retail_Kiosk,M15a,8
21,A-NORTH-01,M,Unknown_Area,Unlabeled north anchor area,4
21,A-SOUTH-01,M,Unknown_Area,Unlabeled south anchor area,21
21,A-EAST-01,M,Unknown_Area,Unlabeled east anchor area,0
21,F-WC-01,M,Facility_Restroom,Restroom / Accessible WC,24
21,F-WC-02,M,Facility_Restroom,Restroom / Accessible WC,23
21,F-WC-03,M,Facility_Restroom,Restroom / Accessible WC,2
21,F-ELEV-01,M,Facility_Elevator,Elevator bank,15
21,F-ELEV-02,M,Facility_Elevator,Elevator bank,12
21,F-ESC-01,M,Facility_Escalator,Escalator,16
21,F-ESC-02,M,Facility_Escalator,Escalator,21
21,F-ESC-03,M,Facility_Escalator,Escalator,19
21,F-ESC-04,M,Facility_Escalator,Escalator,9
21,F-ESC-05,M,Facility_Escalator,Escalator,36
21,F-ESC-06,M,Facility_Escalator,Escalator,12
21,F-ESC-07,M,Facility_Escalator,Escalator,1
21,F-PARK-01,M,Facility_Parking,Parking access,32
21,F-PARK-02,M,Facility_Parking,Parking access,20
21,F-PARK-03,M,Facility_Parking,Parking access,8
21,F-INFO-01,M,Facility_Service,Information desk,36
21,F-SERVICE-01,M,Facility_Service,Service counter / luggage icon,24
21,E-TRANSIT-01,M,Entrance,Southwest transit entrance,81
