hour,store_id,node_id,brand,store_type,category_text,visits,revenue
14,L1-L114#222,L1-L114,香奈儿,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,127,29404.19
14,L1-L113#223,L1-L113,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,185,37358.98
14,L1-L112#224,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,97,23064.22
14,L1-L112#225,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,104,26178.46
14,L1-L111#226,L1-L111,迪奥,retail,,224,13034.61
14,L1-L109#228,L1-L109,麦克斯·马勒,retail,女装,92,6441.04
14,L1-L108#229,L1-L108,万宝龙,retail,珠宝 / 钟表 / 饰品,65,11126.68
14,L1-L108A#230,L1-L108A,万宝龙,retail,珠宝 / 钟表 / 饰品,70,19835.59
14,L1-L106-L107#232,L1-L106-L107,Van Cleef & Arpels,retail,珠宝 / 钟表 / 饰品,60,5156.13
14,L1-L104#234,L1-L104,卡地亚,retail,珠宝 / 钟表 / 饰品,68,13663.77
14,L1-L103#235,L1-L103,Loro Piana,retail,女装 | 男装,76,7262.74
14,L1-L101#237,L1-L101,路易威登,retail,,150,9106.75
14,L1-L120#239,L1-L120,亚历山大麦昆,retail,男装,92,5886.11
14,L1-L121#240,L1-L121,思琳广州太古汇精品店,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,99,28920.12
14,L1-L122#241,L1-L122,伯爵,retail,珠宝 / 钟表 / 饰品,91,17442.4
14,L1-L125#244,L1-L125,爱马仕,retail,,174,6857.66
14,L2-L226#275,L2-L226,日默瓦,retail,鞋 / 包 / 皮具用品,0,0
14,L2-L225B#276,L2-L225B,派,retail,珠宝 / 钟表 / 饰品,0,0
14,L2-L224#278,L2-L224,I.T,retail,女装 | 男装,0,0
14,L2-L223#279,L2-L223,范思哲,retail,女装 | 男装,0,0
14,L2-L221-L222#280,L2-L221-L222,溥仪眼镜,retail,珠宝 / 钟表 / 饰品,0,0
14,L2-L220#281,L2-L220,罗杰维维亚,retail,鞋 / 包 / 皮具用品,0,0
14,L2-L218-L219#282,L2-L218-L219,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,0,0
14,L2-L217#283,L2-L217,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,0,0
14,L2-L216#284,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
14,L2-L216#285,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
14,L2-L215#286,L2-L215,迪奥,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,0,0
14,L2-L213#288,L2-L213,寇依,retail,女装 | 鞋 / 包 / 皮具用品,0,0
14,L2-L211#289,L2-L211,欧米茄,retail,珠宝 / 钟表 / 饰品,0,0
14,L2-L210A#291,L2-L210A,萧邦,retail,珠宝 / 钟表 / 饰品,0,0
14,L2-L209#292,L2-L209,FIFTH x Hair Code,retail,生活时尚,0,0
14,L2-L207-L208#293,L2-L207-L208,菲拉格慕,retail,鞋 / 包 / 皮具用品,0,0
14,L2-L206#294,L2-L206,吉米周,retail,鞋 / 包 / 皮具用品,0,0
14,L2-L205#295,L2-L205,瑭姆步朗,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 童装 / 玩具,0,0
14,L2-L201#299,L2-L201,路易威登,retail,,0,0
14,L2-L228#300,L2-L228,Tory Burch,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品 | 生活时尚,0,0
14,L2-L230#303,L2-L230,吉尔桑德,retail,女装 | 男装,0,0
14,L2-L233#306,L2-L233,爱马仕,retail,,0,0
14,L3-L302#329,L3-L302,gaga 品牌旗舰店,dining,西式风味,0,0
14,L3-L303#330,L3-L303,尚莲·越南泰国料理,dining,亚洲风味,0,0
14,L3-L304#331,L3-L304,glance,dining,西式风味,0,0
14,L3-L305#332,L3-L305,大象园,dining,西式风味,0,0
14,L3-L306#333,L3-L306,小山 炉端烧•鮨,dining,亚洲风味,0,0
14,L3-L307#334,L3-L307,御寶閣潮州酒家,dining,中式餐饮,0,0
14,L3-L308A#335,L3-L308A,超级猩猩,anchor,主力店,0,0
15,M33#16,M33,顺电,retail,影音 / 电器用品,39,4672.07
15,M30#19,M30,昂跑,retail,休闲服 / 运动用品,29,3002.44
15,M28#21,M28,之禾,retail,女装,51,7085.13
15,M26#23,M26,maje,retail,女装,52,6629.56
15,M25#24,M25,伊索,retail,保健 / 美容护理,18,634.41
15,M24#25,M24,老铺黄金,retail,珠宝 / 钟表 / 饰品,25,6981.14
15,M21#28,M21,Olé精品超市,anchor,主力店,28,937.81
15,M15#33,M15,INITIAL,retail,女装 | 男装,18,3912.92
15,M13#35,M13,Bang & Olufsen,retail,影音 / 电器用品,21,1543.9
15,M12b#36,M12b,ELLE 路易士·嘉玛发廊,retail,保健 / 美容护理,3,285.16
15,M09#39,M09,雅德诺,retail,男装,19,2623.27
15,M07#41,M07,单农,retail,男装,12,1347.43
15,M05#43,M05,亮视点,retail,珠宝 / 钟表 / 饰品,44,19826.76
15,M03#45,M03,古驰美妆,retail,保健 / 美容护理,38,1803.48
15,M02#46,M02,APM Monaco,retail,珠宝 / 钟表 / 饰品,41,8434.54
15,M67#49,M67,周大福荟馆JEWELRIA精品店,retail,珠宝 / 钟表 / 饰品,47,17243.36
15,M66#50,M66,American Vintage,retail,女装,32,1267.71
15,M65#51,M65,self-portrait,retail,女装,57,6023.86
15,M64#52,M64,馥蕾诗,retail,保健 / 美容护理,87,5645.21
15,M63#53,M63,朋博湾,retail,童装 / 玩具,45,2011.07
15,M61#55,M61,ROCK&RIDE VINTAGE,retail,珠宝 / 钟表 / 饰品,41,14425.15
15,M60#56,M60,依诺,retail,女装,28,4880.35
15,M58#58,M58,Tabio,retail,休闲服 / 运动用品,37,3599.55
15,M57#59,M57,initial,retail,休闲服 / 运动用品,44,5264.81
15,M55#61,M55,泡泡玛特,retail,,31,1694.49
15,M48a#69,M48a,WASAI LIVING,retail,休闲服 / 运动用品,30,2256.42
15,M47#70,M47,TOMMY HILFIGER,retail,休闲服 / 运动用品,33,1781.03
15,M46#71,M46,LACOSTE,retail,休闲服 / 运动用品,35,3428.65
15,M45#72,M45,EVISU,retail,休闲服 / 运动用品,33,2123.11
15,M43#74,M43,摩安珂,retail,女装,34,7482.92
15,M41a#76,M41a,little Mo&Co.,retail,童装 / 玩具,32,3269.28
15,M41b#77,M41b,广天藏品,retail,工艺 / 家居 / 礼品,32,2108.33
15,MU35#118,MU35,方所,anchor,主力店,79,2049.29
15,MU36#119,MU36,始祖鸟,retail,休闲服 / 运动用品,42,3575.45
15,MU37#120,MU37,EVISU,retail,休闲服 / 运动用品,53,4780.72
15,MU38#121,MU38,CURIEL,retail,女装,37,3390.99
15,MU38#122,MU38,GEGINA,retail,女装,26,2005.3
15,MU39#123,MU39,POLO RALPH LAUREN,retail,男装 | 女装,27,2827.24
15,MU39#124,MU39,GENTSPACE,retail,男装,36,5335.04
15,MU41a#126,MU41a,Nespresso,dining,特色美食,26,507.09
15,MU42#128,MU42,莆田餐厅,dining,亚洲风味,28,266.05
15,MU44#131,MU44,浪琴广州太古汇直营店,retail,珠宝 / 钟表 / 饰品,25,15765.51
15,MU45#132,MU45,艾璞俪梦,retail,珠宝 / 钟表 / 饰品,28,14693.21
15,MU45a#133,MU45a,曼尼陀,retail,女装 | 男装,28,4260.04
15,MU46#134,MU46,野兽派花店,retail,工艺 / 家居 / 礼品,47,2820.23
15,MU47a#135,MU47a,玛俪琳,retail,女装,59,4413.4
15,MU47b#136,MU47b,馥马尔、凯利安,retail,保健 / 美容护理,29,1255.02
15,MU48#137,MU48,露露乐蒙,retail,休闲服 / 运动用品,55,4786.86
15,MU32_MU33#145,MU32_MU33,潘海利根,retail,保健 / 美容护理,41,2776.07
15,MU32_MU33#146,MU32_MU33,阿蒂仙之香,retail,保健 / 美容护理,43,2335.54
15,MU31#147,MU31,珑骧,retail,鞋 / 包 / 皮具用品,57,11443.39
15,MU25#152,MU25,la prairie,retail,保健 / 美容护理,38,1924.61
15,MU20#155,MU20,叁木司.日式餐酒馆,dining,亚洲风味,55,2673.87
15,MU21#156,MU21,鳗几,dining,亚洲风味,74,2684.54
15,MU19#157,MU19,鼎泰丰,dining,亚洲风味,48,2152.38
15,MU18#158,MU18,美奈小馆钻石店,dining,亚洲风味,45,1846.07
15,MU17#159,MU17,阿嬷手作,dining,特色美食,54,1413.47
15,MU16g_h#160,MU16g_h,太二前传,dining,中式餐饮,57,3355.34
15,MU16f#161,MU16f,熟客·星马印料理,dining,亚洲风味,50,2957.74
15,MU16e#162,MU16e,鮨 · 半藏,dining,亚洲风味,32,1500.5
15,MU16d#163,MU16d,喜家德,dining,中式餐饮,39,1473.43
15,MU16c#164,MU16c,锋壹碗,dining,美食广场,46,656.18
15,MU16k#165,MU16k,SONG Cafe,dining,休闲餐饮及烘焙,39,575.99
15,MU16i#166,MU16i,入续·糖水铺与包·臻选,dining,休闲餐饮及烘焙,56,1412.14
15,MU16j#167,MU16j,意拾光,dining,西式风味,55,2468.4
15,MU16l#168,MU16l,ZAKUZAKU,dining,休闲餐饮及烘焙,39,709.66
15,MU16b#169,MU16b,面道鲜师,dining,中式餐饮,49,2027.66
15,MU16a#170,MU16a,CONSOMMÉ,dining,美食广场,45,839.05
15,MU14#172,MU14,Dior迪奥化妆品精品店,retail,保健 / 美容护理,38,1940.79
15,MU12#174,MU12,帕尔玛之水,retail,保健 / 美容护理,29,955.42
15,MU10#176,MU10,周生生,retail,珠宝 / 钟表 / 饰品,49,14650.41
15,MU08_MU09#177,MU08_MU09,卡纷,retail,女装,46,7537.6
15,MU05#181,MU05,肯佐,retail,休闲服 / 运动用品,44,5884.03
15,MU04#182,MU04,SANDRO,retail,女装,69,4767.89
15,MU03b#183,MU03b,肌肤之钥,retail,保健 / 美容护理,31,1910.73
15,MU02b_MU03a#184,MU02b_MU03a,GENTLE MONSTER,retail,珠宝 / 钟表 / 饰品,20,5155.29
15,MU02a#185,MU02a,蔻驰,retail,女装,25,4943.93
15,L1-L119#216,L1-L119,Bottega Veneta,retail,鞋 / 包 / 皮具用品,89,15329.72
15,L1-L118#217,L1-L118,MIU MIU,retail,女装,73,6924.47
15,L1-L117#218,L1-L117,BURBERRY,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,85,28076.86
15,L1-L116#219,L1-L116,BALENCIAGA,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,153,49369.77
15,L1-L115#220,L1-L115,芬廸,retail,女装 | 男装 | 鞋 / 包 / 皮具用品,104,11186.33
15,L1-L114#221,L1-L114,香奈儿,retail,,131,7876.91
15,L1-L114#222,L1-L114,香奈儿,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,137,49553.88
15,L1-L113#223,L1-L113,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,172,53298.02
15,L1-L112#224,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,93,32482.26
15,L1-L112#225,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,94,29705.75
15,L1-L111#226,L1-L111,迪奥,retail,,196,16876.67
15,L1-L109#228,L1-L109,麦克斯·马勒,retail,女装,94,15707.24
15,L1-L108#229,L1-L108,万宝龙,retail,珠宝 / 钟表 / 饰品,92,29356.12
15,L1-L108A#230,L1-L108A,万宝龙,retail,珠宝 / 钟表 / 饰品,76,19874.2
15,L1-L106-L107#232,L1-L106-L107,Van Cleef & Arpels,retail,珠宝 / 钟表 / 饰品,62,22425.13
15,L1-L104#234,L1-L104,卡地亚,retail,珠宝 / 钟表 / 饰品,84,30493.45
15,L1-L103#235,L1-L103,Loro Piana,retail,女装 | 男装,91,10920.47
15,L1-L101#237,L1-L101,路易威登,retail,,162,10510.48
15,L1-L120#239,L1-L120,亚历山大麦昆,retail,男装,79,11419.61
15,L1-L121#240,L1-L121,思琳广州太古汇精品店,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,88,35796.41
15,L1-L122#241,L1-L122,伯爵,retail,珠宝 / 钟表 / 饰品,107,41213.37
15,L1-L125#244,L1-L125,爱马仕,retail,,190,17005.62
15,L2-L226#275,L2-L226,日默瓦,retail,鞋 / 包 / 皮具用品,0,0
15,L2-L225B#276,L2-L225B,派,retail,珠宝 / 钟表 / 饰品,0,0
15,L2-L224#278,L2-L224,I.T,retail,女装 | 男装,0,0
15,L2-L223#279,L2-L223,范思哲,retail,女装 | 男装,0,0
15,L2-L221-L222#280,L2-L221-L222,溥仪眼镜,retail,珠宝 / 钟表 / 饰品,0,0
15,L2-L220#281,L2-L220,罗杰维维亚,retail,鞋 / 包 / 皮具用品,0,0
15,L2-L218-L219#282,L2-L218-L219,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,0,0
15,L2-L217#283,L2-L217,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,0,0
15,L2-L216#284,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
15,L2-L216#285,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
15,L2-L215#286,L2-L215,迪奥,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,0,0
15,L2-L213#288,L2-L213,寇依,retail,女装 | 鞋 / 包 / 皮具用品,0,0
15,L2-L211#289,L2-L211,欧米茄,retail,珠宝 / 钟表 / 饰品,0,0
15,L2-L210A#291,L2-L210A,萧邦,retail,珠宝 / 钟表 / 饰品,0,0
15,L2-L209#292,L2-L209,FIFTH x Hair Code,retail,生活时尚,0,0
15,L2-L207-L208#293,L2-L207-L208,菲拉格慕,retail,鞋 / 包 / 皮具用品,0,0
15,L2-L206#294,L2-L206,吉米周,retail,鞋 / 包 / 皮具用品,0,0
15,L2-L205#295,L2-L205,瑭姆步朗,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 童装 / 玩具,0,0
15,L2-L201#299,L2-L201,路易威登,retail,,0,0
15,L2-L228#300,L2-L228,Tory Burch,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品 | 生活时尚,0,0
15,L2-L230#303,L2-L230,吉尔桑德,retail,女装 | 男装,0,0
15,L2-L233#306,L2-L233,爱马仕,retail,,0,0
15,L3-L302#329,L3-L302,gaga 品牌旗舰店,dining,西式风味,0,0
15,L3-L303#330,L3-L303,尚莲·越南泰国料理,dining,亚洲风味,0,0
15,L3-L304#331,L3-L304,glance,dining,西式风味,0,0
15,L3-L305#332,L3-L305,大象园,dining,西式风味,0,0
15,L3-L306#333,L3-L306,小山 炉端烧•鮨,dining,亚洲风味,0,0
15,L3-L307#334,L3-L307,御寶閣潮州酒家,dining,中式餐饮,0,0
15,L3-L308A#335,L3-L308A,超级猩猩,anchor,主力店,0,0
16,M33#16,M33,顺电,retail,影音 / 电器用品,36,2821.87
16,M30#19,M30,昂跑,retail,休闲服 / 运动用品,39,1758.21
16,M28#21,M28,之禾,retail,女装,60,8017.42
16,M26#23,M26,maje,retail,女装,66,8419.56
16,M25#24,M25,伊索,retail,保健 / 美容护理,34,1937.01
16,M24#25,M24,老铺黄金,retail,珠宝 / 钟表 / 饰品,22,6716.4
16,M21#28,M21,Olé精品超市,anchor,主力店,26,852.76
16,M15#33,M15,INITIAL,retail,女装 | 男装,19,2542.66
16,M13#35,M13,Bang & Olufsen,retail,影音 / 电器用品,24,868.13
16,M12b#36,M12b,ELLE 路易士·嘉玛发廊,retail,保健 / 美容护理,9,1339.49
16,M09#39,M09,雅德诺,retail,男装,19,1403.8
16,M07#41,M07,单农,retail,男装,15,776.37
16,M05#43,M05,亮视点,retail,珠宝 / 钟表 / 饰品,59,20877.58
16,M03#45,M03,古驰美妆,retail,保健 / 美容护理,38,2484.64
16,M02#46,M02,APM Monaco,retail,珠宝 / 钟表 / 饰品,39,15147.21
16,M67#49,M67,周大福荟馆JEWELRIA精品店,retail,珠宝 / 钟表 / 饰品,62,30736.52
16,M66#50,M66,American Vintage,retail,女装,46,5680.85
16,M65#51,M65,self-portrait,retail,女装,64,9378.41
16,M64#52,M64,馥蕾诗,retail,保健 / 美容护理,84,3790.2
16,M63#53,M63,朋博湾,retail,童装 / 玩具,39,5371.21
16,M61#55,M61,ROCK&RIDE VINTAGE,retail,珠宝 / 钟表 / 饰品,50,18312.7
16,M60#56,M60,依诺,retail,女装,36,2236.63
16,M58#58,M58,Tabio,retail,休闲服 / 运动用品,34,2236.75
16,M57#59,M57,initial,retail,休闲服 / 运动用品,50,4057.03
16,M55#61,M55,泡泡玛特,retail,,40,4333.3
16,M48a#69,M48a,WASAI LIVING,retail,休闲服 / 运动用品,39,2788.73
16,M47#70,M47,TOMMY HILFIGER,retail,休闲服 / 运动用品,37,3384.61
16,M46#71,M46,LACOSTE,retail,休闲服 / 运动用品,35,3066.29
16,M45#72,M45,EVISU,retail,休闲服 / 运动用品,33,1323.38
16,M43#74,M43,摩安珂,retail,女装,30,4789.2
16,M41a#76,M41a,little Mo&Co.,retail,童装 / 玩具,40,3101.3
16,M41b#77,M41b,广天藏品,retail,工艺 / 家居 / 礼品,39,2810.73
16,MU35#118,MU35,方所,anchor,主力店,87,2453.23
16,MU36#119,MU36,始祖鸟,retail,休闲服 / 运动用品,39,2209.25
16,MU37#120,MU37,EVISU,retail,休闲服 / 运动用品,35,4385.75
16,MU38#121,MU38,CURIEL,retail,女装,24,3438.58
16,MU38#122,MU38,GEGINA,retail,女装,29,2468.78
16,MU39#123,MU39,POLO RALPH LAUREN,retail,男装 | 女装,32,6280.26
16,MU39#124,MU39,GENTSPACE,retail,男装,27,2166.27
16,MU41a#126,MU41a,Nespresso,dining,特色美食,44,875.02
16,MU42#128,MU42,莆田餐厅,dining,亚洲风味,33,1191.19
16,MU44#131,MU44,浪琴广州太古汇直营店,retail,珠宝 / 钟表 / 饰品,23,11256.42
16,MU45#132,MU45,艾璞俪梦,retail,珠宝 / 钟表 / 饰品,25,9563.28
16,MU45a#133,MU45a,曼尼陀,retail,女装 | 男装,32,1548.63
16,MU46#134,MU46,野兽派花店,retail,工艺 / 家居 / 礼品,53,5146.11
16,MU47a#135,MU47a,玛俪琳,retail,女装,69,11403.06
16,MU47b#136,MU47b,馥马尔、凯利安,retail,保健 / 美容护理,51,3978.57
16,MU48#137,MU48,露露乐蒙,retail,休闲服 / 运动用品,72,6821.31
16,MU32_MU33#145,MU32_MU33,潘海利根,retail,保健 / 美容护理,51,3691.48
16,MU32_MU33#146,MU32_MU33,阿蒂仙之香,retail,保健 / 美容护理,45,1646.74
16,MU31#147,MU31,珑骧,retail,鞋 / 包 / 皮具用品,68,10791.89
16,MU25#152,MU25,la prairie,retail,保健 / 美容护理,30,718.36
16,MU20#155,MU20,叁木司.日式餐酒馆,dining,亚洲风味,39,1381.78
16,MU21#156,MU21,鳗几,dining,亚洲风味,73,3104.07
16,MU19#157,MU19,鼎泰丰,dining,亚洲风味,40,1457.53
16,MU18#158,MU18,美奈小馆钻石店,dining,亚洲风味,54,1684.47
16,MU17#159,MU17,阿嬷手作,dining,特色美食,50,554.46
16,MU16g_h#160,MU16g_h,太二前传,dining,中式餐饮,53,2291.19
16,MU16f#161,MU16f,熟客·星马印料理,dining,亚洲风味,52,2295.05
16,MU16e#162,MU16e,鮨 · 半藏,dining,亚洲风味,46,1455.56
16,MU16d#163,MU16d,喜家德,dining,中式餐饮,47,2356.53
16,MU16c#164,MU16c,锋壹碗,dining,美食广场,43,611.73
16,MU16k#165,MU16k,SONG Cafe,dining,休闲餐饮及烘焙,45,718.75
16,MU16i#166,MU16i,入续·糖水铺与包·臻选,dining,休闲餐饮及烘焙,50,1089.42
16,MU16j#167,MU16j,意拾光,dining,西式风味,58,3335.9
16,MU16l#168,MU16l,ZAKUZAKU,dining,休闲餐饮及烘焙,57,1284.12
16,MU16b#169,MU16b,面道鲜师,dining,中式餐饮,62,2353.59
16,MU16a#170,MU16a,CONSOMMÉ,dining,美食广场,49,650.89
16,MU14#172,MU14,Dior迪奥化妆品精品店,retail,保健 / 美容护理,50,2189.35
16,MU12#174,MU12,帕尔玛之水,retail,保健 / 美容护理,37,1335.3
16,MU10#176,MU10,周生生,retail,珠宝 / 钟表 / 饰品,46,16954.08
16,MU08_MU09#177,MU08_MU09,卡纷,retail,女装,60,6817.55
16,MU05#181,MU05,肯佐,retail,休闲服 / 运动用品,44,3675.26
16,MU04#182,MU04,SANDRO,retail,女装,51,5297.22
16,MU03b#183,MU03b,肌肤之钥,retail,保健 / 美容护理,33,1898.13
16,MU02b_MU03a#184,MU02b_MU03a,GENTLE MONSTER,retail,珠宝 / 钟表 / 饰品,22,5868.93
16,MU02a#185,MU02a,蔻驰,retail,女装,32,5512.5
16,L1-L119#216,L1-L119,Bottega Veneta,retail,鞋 / 包 / 皮具用品,76,15762.08
16,L1-L118#217,L1-L118,MIU MIU,retail,女装,78,11003.61
16,L1-L117#218,L1-L117,BURBERRY,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,85,28117.94
16,L1-L116#219,L1-L116,BALENCIAGA,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,160,51188.4
16,L1-L115#220,L1-L115,芬廸,retail,女装 | 男装 | 鞋 / 包 / 皮具用品,106,10795.34
16,L1-L114#221,L1-L114,香奈儿,retail,,139,11782.82
16,L1-L114#222,L1-L114,香奈儿,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,142,32299.24
16,L1-L113#223,L1-L113,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,192,49697.08
16,L1-L112#224,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,97,36649.44
16,L1-L112#225,L1-L112,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,95,26871.3
16,L1-L111#226,L1-L111,迪奥,retail,,225,19365.35
16,L1-L109#228,L1-L109,麦克斯·马勒,retail,女装,111,19278.33
16,L1-L108#229,L1-L108,万宝龙,retail,珠宝 / 钟表 / 饰品,91,33188.3
16,L1-L108A#230,L1-L108A,万宝龙,retail,珠宝 / 钟表 / 饰品,86,30894.88
16,L1-L106-L107#232,L1-L106-L107,Van Cleef & Arpels,retail,珠宝 / 钟表 / 饰品,87,19943.97
16,L1-L104#234,L1-L104,卡地亚,retail,珠宝 / 钟表 / 饰品,75,36019.56
16,L1-L103#235,L1-L103,Loro Piana,retail,女装 | 男装,97,10003.88
16,L1-L101#237,L1-L101,路易威登,retail,,164,11806.53
16,L1-L120#239,L1-L120,亚历山大麦昆,retail,男装,102,11622.07
16,L1-L121#240,L1-L121,思琳广州太古汇精品店,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,120,42089.26
16,L1-L122#241,L1-L122,伯爵,retail,珠宝 / 钟表 / 饰品,114,37626.63
16,L1-L125#244,L1-L125,爱马仕,retail,,178,12583.16
16,L2-L226#275,L2-L226,日默瓦,retail,鞋 / 包 / 皮具用品,0,0
16,L2-L225B#276,L2-L225B,派,retail,珠宝 / 钟表 / 饰品,0,0
16,L2-L224#278,L2-L224,I.T,retail,女装 | 男装,0,0
16,L2-L223#279,L2-L223,范思哲,retail,女装 | 男装,0,0
16,L2-L221-L222#280,L2-L221-L222,溥仪眼镜,retail,珠宝 / 钟表 / 饰品,0,0
16,L2-L220#281,L2-L220,罗杰维维亚,retail,鞋 / 包 / 皮具用品,0,0
16,L2-L218-L219#282,L2-L218-L219,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品,0,0
16,L2-L217#283,L2-L217,古驰,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品,0,0
16,L2-L216#284,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
16,L2-L216#285,L2-L216,PRADA,retail,女装 | 男装 | 珠宝 / 钟表 / 饰品,0,0
16,L2-L215#286,L2-L215,迪奥,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 珠宝 / 钟表 / 饰品,0,0
16,L2-L213#288,L2-L213,寇依,retail,女装 | 鞋 / 包 / 皮具用品,0,0
16,L2-L211#289,L2-L211,欧米茄,retail,珠宝 / 钟表 / 饰品,0,0
16,L2-L210A#291,L2-L210A,萧邦,retail,珠宝 / 钟表 / 饰品,0,0
16,L2-L209#292,L2-L209,FIFTH x Hair Code,retail,生活时尚,0,0
16,L2-L207-L208#293,L2-L207-L208,菲拉格慕,retail,鞋 / 包 / 皮具用品,0,0
16,L2-L206#294,L2-L206,吉米周,retail,鞋 / 包 / 皮具用品,0,0
16,L2-L205#295,L2-L205,瑭姆步朗,retail,女装 | 男装 | 鞋 / 包 / 皮具用品 | 童装 / 玩具,0,0
16,L2-L201#299,L2-L201,路易威登,retail,,0,0
16,L2-L228#300,L2-L228,Tory Burch,retail,女装 | 珠宝 / 钟表 / 饰品 | 鞋 / 包 / 皮具用品 | 工艺 / 家居 / 礼品 | 生活时尚,0,0
16,L2-L230#303,L2-L230,吉尔桑德,retail,女装 | 男装,0,0
16,L2-L233#306,L2-L233,爱马仕,retail,,0,0
16,L3-L302#329,L3-L302,gaga 品牌旗舰店,dining,西式风味,0,0
16,L3-L303#330,L3-L303,尚莲·越南泰国料理,dining,亚洲风味,0,0
16,L3-L304#331,L3-L304,glance,dining,西式风味,0,0
16,L3-L305#332,L3-L305,大象园,dining,西式风味,0,0
16,L3-L306#333,L3-L306,小山 炉端烧•鮨,dining,亚洲风味,0,0
16,L3-L307#334,L3-L307,御寶閣潮州酒家,dining,中式餐饮,0,0
16,L3-L308A#335,L3-L308A,超级猩猩,anchor,主力店,0,0
17,M33#16,M33,顺电,retail,影音 / 电器用品,41,2981.68
17,M30#19,M30,昂跑,retail,休闲服 / 运动用品,36,4337.33
17,M28#21,M28,之禾,retail,女装,77,6016.37
17,M26#23,M26,maje,retail,女装,64,5519.53
17,M25#24,M25,伊索,retail,保健 / 美容护理,23,1308.87
17,M24#25,M24,老铺黄金,retail,珠宝 / 钟表 / 饰品,28,9138.11
17,M21#28,M21,Olé精品超市,anchor,主力店,39,1317.02
17,M15#33,M15,INITIAL,retail,女装 | 男装,20,1216.15
17,M13#35,M13,Bang & Olufsen,retail,影音 / 电器用品,20,929.28
17,M12b#36,M12b,ELLE 路易士·嘉玛发廊,retail,保健 / 美容护理,5,367.62
17,M09#39,M09,雅德诺,retail,男装,23,2564.46
17,M07#41,M07,单农,retail,男装,19,2048.78
17,M05#43,M05,亮视点,retail,珠宝 / 钟表 / 饰品,57,20828.96
17,M03#45,M03,古驰美妆,retail,保健 / 美容护理,44,3884.99
17,M02#46,M02,APM Monaco,retail,珠宝 / 钟表 / 饰品,46,10073.21
